FREQ,Frequenza,REF_AREA,Territorio,INDICATOR,Indicatore,TIME_PERIOD,Osservazione,OBS_STATUS,Stato dell’osservazione,NOTE_REF_AREA,Nota - Territorio,NOTE_INDICATOR,Nota - Indicatore,NOTE_TIME_PERIOD,Nota - Anno,BASE_PER,Anno base,UNIT_MEAS,Unità di misura,UNIT_MULT,Unità di moltiplicazione
A,Annuale,048018,Firenzuola,RESPOP_AV,Popolazione residente al 31 dicembre,2001,4812,,,,,,,,,,,,,,
A,Annuale,048018,Firenzuola,RESPOP_AV,Popolazione residente al 31 dicembre,2011,4828,,,,,,,,,,,,,,
A,Annuale,048018,Firenzuola,RESPOP_AV,Popolazione residente al 31 dicembre,2018,4555,,,,,,,,,,,,,,
A,Annuale,048018,Firenzuola,RESPOP_AV,Popolazione residente al 31 dicembre,2019,4518,,,,,,,,,,,,,,
A,Annuale,048018,Firenzuola,RESPOP_AV,Popolazione residente al 31 dicembre,2020,4499,,,,,,,,,,,,,,
A,Annuale,048018,Firenzuola,RESPOP_AV,Popolazione residente al 31 dicembre,2021,4436,,,,,,,,,,,,,,
A,Annuale,048018,Firenzuola,RESPOP_AV,Popolazione residente al 31 dicembre,2022,4402,,,,,,,,,,,,,,
A,Annuale,048018,Firenzuola,RESPOP_AV,Popolazione residente al 31 dicembre,2023,4422,,,,,,,,,,,,,,
A,Annuale,048018,Firenzuola,RESPOP_AV,Popolazione residente al 31 dicembre,2024,4426,,,,,,,,,,,,,,
A,Annuale,048019,Fucecchio,RESPOP_AV,Popolazione residente al 31 dicembre,1951,13460,,,,,,,,,,,,,,
A,Annuale,048019,Fucecchio,RESPOP_AV,Popolazione residente al 31 dicembre,1961,15370,,,,,,,,,,,,,,
A,Annuale,048019,Fucecchio,RESPOP_AV,Popolazione residente al 31 dicembre,1971,19269,,,,,,,,,,,,,,
A,Annuale,048019,Fucecchio,RESPOP_AV,Popolazione residente al 31 dicembre,1981,20532,,,,,,,,,,,,,,
A,Annuale,048019,Fucecchio,RESPOP_AV,Popolazione residente al 31 dicembre,1991,20540,,,,,,,,,,,,,,
A,Annuale,048019,Fucecchio,RESPOP_AV,Popolazione residente al 31 dicembre,2001,21139,,,,,,,,,,,,,,
A,Annuale,048019,Fucecchio,RESPOP_AV,Popolazione residente al 31 dicembre,2011,22785,,,,,,,,,,,,,,
A,Annuale,048019,Fucecchio,RESPOP_AV,Popolazione residente al 31 dicembre,2018,23029,,,,,,,,,,,,,,
A,Annuale,048019,Fucecchio,RESPOP_AV,Popolazione residente al 31 dicembre,2019,23008,,,,,,,,,,,,,,
A,Annuale,048019,Fucecchio,RESPOP_AV,Popolazione residente al 31 dicembre,2020,22990,,,,,,,,,,,,,,
A,Annuale,048019,Fucecchio,RESPOP_AV,Popolazione residente al 31 dicembre,2021,22764,,,,,,,,,,,,,,
A,Annuale,048019,Fucecchio,RESPOP_AV,Popolazione residente al 31 dicembre,2022,22756,,,,,,,,,,,,,,
A,Annuale,048019,Fucecchio,RESPOP_AV,Popolazione residente al 31 dicembre,2023,22869,,,,,,,,,,,,,,
A,Annuale,048019,Fucecchio,RESPOP_AV,Popolazione residente al 31 dicembre,2024,22847,,,,,,,,,,,,,,
A,Annuale,048020,Gambassi Terme,RESPOP_AV,Popolazione residente al 31 dicembre,1951,5105,,,,,,,,,,,,,,
A,Annuale,048020,Gambassi Terme,RESPOP_AV,Popolazione residente al 31 dicembre,1961,4510,,,,,,,,,,,,,,
A,Annuale,048020,Gambassi Terme,RESPOP_AV,Popolazione residente al 31 dicembre,1971,3705,,,,,,,,,,,,,,
A,Annuale,048020,Gambassi Terme,RESPOP_AV,Popolazione residente al 31 dicembre,1981,3854,,,,,,,,,,,,,,
A,Annuale,048020,Gambassi Terme,RESPOP_AV,Popolazione residente al 31 dicembre,1991,4215,,,,,,,,,,,,,,
A,Annuale,048020,Gambassi Terme,RESPOP_AV,Popolazione residente al 31 dicembre,2001,4709,,,,,,,,,,,,,,
A,Annuale,048020,Gambassi Terme,RESPOP_AV,Popolazione residente al 31 dicembre,2011,4900,,,,,,,,,,,,,,
A,Annuale,048020,Gambassi Terme,RESPOP_AV,Popolazione residente al 31 dicembre,2018,4818,,,,,,,,,,,,,,
A,Annuale,048020,Gambassi Terme,RESPOP_AV,Popolazione residente al 31 dicembre,2019,4812,,,,,,,,,,,,,,
A,Annuale,048020,Gambassi Terme,RESPOP_AV,Popolazione residente al 31 dicembre,2020,4792,,,,,,,,,,,,,,
A,Annuale,048020,Gambassi Terme,RESPOP_AV,Popolazione residente al 31 dicembre,2021,4791,,,,,,,,,,,,,,
A,Annuale,048020,Gambassi Terme,RESPOP_AV,Popolazione residente al 31 dicembre,2022,4838,,,,,,,,,,,,,,
A,Annuale,048020,Gambassi Terme,RESPOP_AV,Popolazione residente al 31 dicembre,2023,4851,,,,,,,,,,,,,,
A,Annuale,048020,Gambassi Terme,RESPOP_AV,Popolazione residente al 31 dicembre,2024,4857,,,,,,,,,,,,,,
A,Annuale,048021,Greve in Chianti,RESPOP_AV,Popolazione residente al 31 dicembre,1951,13233,,,,,,,,,,,,,,
A,Annuale,048021,Greve in Chianti,RESPOP_AV,Popolazione residente al 31 dicembre,1961,11510,,,,,,,,,,,,,,
A,Annuale,048021,Greve in Chianti,RESPOP_AV,Popolazione residente al 31 dicembre,1971,10061,,,,,,,,,,,,,,
A,Annuale,048021,Greve in Chianti,RESPOP_AV,Popolazione residente al 31 dicembre,1981,10534,,,,,,,,,,,,,,
A,Annuale,048021,Greve in Chianti,RESPOP_AV,Popolazione residente al 31 dicembre,1991,11139,,,,,,,,,,,,,,
A,Annuale,048021,Greve in Chianti,RESPOP_AV,Popolazione residente al 31 dicembre,2001,12855,,,,,,,,,,,,,,
A,Annuale,048021,Greve in Chianti,RESPOP_AV,Popolazione residente al 31 dicembre,2011,13886,,,,,,,,,,,,,,
A,Annuale,048021,Greve in Chianti,RESPOP_AV,Popolazione residente al 31 dicembre,2018,13663,,,,,,,,,,,,,,
A,Annuale,048021,Greve in Chianti,RESPOP_AV,Popolazione residente al 31 dicembre,2019,13556,,,,,,,,,,,,,,
A,Annuale,048021,Greve in Chianti,RESPOP_AV,Popolazione residente al 31 dicembre,2020,13426,,,,,,,,,,,,,,
A,Annuale,048021,Greve in Chianti,RESPOP_AV,Popolazione residente al 31 dicembre,2021,13327,,,,,,,,,,,,,,
A,Annuale,048021,Greve in Chianti,RESPOP_AV,Popolazione residente al 31 dicembre,2022,13330,,,,,,,,,,,,,,
A,Annuale,048021,Greve in Chianti,RESPOP_AV,Popolazione residente al 31 dicembre,2023,13357,,,,,,,,,,,,,,
A,Annuale,048021,Greve in Chianti,RESPOP_AV,Popolazione residente al 31 dicembre,2024,13381,,,,,,,,,,,,,,
A,Annuale,048022,Impruneta,RESPOP_AV,Popolazione residente al 31 dicembre,1951,10537,,,,,,,,,,,,,,
A,Annuale,048022,Impruneta,RESPOP_AV,Popolazione residente al 31 dicembre,1961,11018,,,,,,,,,,,,,,
A,Annuale,048022,Impruneta,RESPOP_AV,Popolazione residente al 31 dicembre,1971,13659,,,,,,,,,,,,,,
A,Annuale,048022,Impruneta,RESPOP_AV,Popolazione residente al 31 dicembre,1981,14660,,,,,,,,,,,,,,
A,Annuale,048022,Impruneta,RESPOP_AV,Popolazione residente al 31 dicembre,1991,15028,,,,,,,,,,,,,,
A,Annuale,048022,Impruneta,RESPOP_AV,Popolazione residente al 31 dicembre,2001,14637,,,,,,,,,,,,,,
A,Annuale,048022,Impruneta,RESPOP_AV,Popolazione residente al 31 dicembre,2011,14667,,,,,,,,,,,,,,
A,Annuale,048022,Impruneta,RESPOP_AV,Popolazione residente al 31 dicembre,2018,14486,,,,,,,,,,,,,,
A,Annuale,048022,Impruneta,RESPOP_AV,Popolazione residente al 31 dicembre,2019,14545,,,,,,,,,,,,,,
A,Annuale,048022,Impruneta,RESPOP_AV,Popolazione residente al 31 dicembre,2020,14497,,,,,,,,,,,,,,
A,Annuale,048022,Impruneta,RESPOP_AV,Popolazione residente al 31 dicembre,2021,14477,,,,,,,,,,,,,,
A,Annuale,048022,Impruneta,RESPOP_AV,Popolazione residente al 31 dicembre,2022,14411,,,,,,,,,,,,,,
A,Annuale,048022,Impruneta,RESPOP_AV,Popolazione residente al 31 dicembre,2023,14346,,,,,,,,,,,,,,
A,Annuale,048022,Impruneta,RESPOP_AV,Popolazione residente al 31 dicembre,2024,14250,,,,,,,,,,,,,,
A,Annuale,048024,Lastra a Signa,RESPOP_AV,Popolazione residente al 31 dicembre,1951,13433,,,,,,,,,,,,,,
A,Annuale,048024,Lastra a Signa,RESPOP_AV,Popolazione residente al 31 dicembre,1961,14528,,,,,,,,,,,,,,
A,Annuale,048024,Lastra a Signa,RESPOP_AV,Popolazione residente al 31 dicembre,1971,17068,,,,,,,,,,,,,,
A,Annuale,048024,Lastra a Signa,RESPOP_AV,Popolazione residente al 31 dicembre,1981,17023,,,,,,,,,,,,,,
A,Annuale,048024,Lastra a Signa,RESPOP_AV,Popolazione residente al 31 dicembre,1991,17416,,,,,,,,,,,,,,
A,Annuale,048024,Lastra a Signa,RESPOP_AV,Popolazione residente al 31 dicembre,2001,17938,,,,,,,,,,,,,,
A,Annuale,048024,Lastra a Signa,RESPOP_AV,Popolazione residente al 31 dicembre,2011,18960,,,,,,,,,,,,,,
A,Annuale,048024,Lastra a Signa,RESPOP_AV,Popolazione residente al 31 dicembre,2018,19975,,,,,,,,,,,,,,
A,Annuale,048024,Lastra a Signa,RESPOP_AV,Popolazione residente al 31 dicembre,2019,19582,,,,,,,,,,,,,,
A,Annuale,048024,Lastra a Signa,RESPOP_AV,Popolazione residente al 31 dicembre,2020,19814,,,,,,,,,,,,,,
A,Annuale,048024,Lastra a Signa,RESPOP_AV,Popolazione residente al 31 dicembre,2021,19674,,,,,,,,,,,,,,
A,Annuale,048024,Lastra a Signa,RESPOP_AV,Popolazione residente al 31 dicembre,2022,19638,,,,,,,,,,,,,,
A,Annuale,048024,Lastra a Signa,RESPOP_AV,Popolazione residente al 31 dicembre,2023,19712,,,,,,,,,,,,,,
A,Annuale,048024,Lastra a Signa,RESPOP_AV,Popolazione residente al 31 dicembre,2024,19869,,,,,,,,,,,,,,
A,Annuale,048025,Londa,RESPOP_AV,Popolazione residente al 31 dicembre,1951,2215,,,,,,,,,,,,,,
A,Annuale,048025,Londa,RESPOP_AV,Popolazione residente al 31 dicembre,1961,1420,,,,,,,,,,,,,,
A,Annuale,048025,Londa,RESPOP_AV,Popolazione residente al 31 dicembre,1971,1077,,,,,,,,,,,,,,
A,Annuale,048025,Londa,RESPOP_AV,Popolazione residente al 31 dicembre,1981,1089,,,,,,,,,,,,,,
A,Annuale,048025,Londa,RESPOP_AV,Popolazione residente al 31 dicembre,1991,1216,,,,,,,,,,,,,,
A,Annuale,048025,Londa,RESPOP_AV,Popolazione residente al 31 dicembre,2001,1669,,,,,,,,,,,,,,
A,Annuale,048025,Londa,RESPOP_AV,Popolazione residente al 31 dicembre,2011,1827,,,,,,,,,,,,,,
A,Annuale,048025,Londa,RESPOP_AV,Popolazione residente al 31 dicembre,2018,1912,,,,,,,,,,,,,,
A,Annuale,048025,Londa,RESPOP_AV,Popolazione residente al 31 dicembre,2019,1873,,,,,,,,,,,,,,
A,Annuale,048025,Londa,RESPOP_AV,Popolazione residente al 31 dicembre,2020,1833,,,,,,,,,,,,,,
A,Annuale,048025,Londa,RESPOP_AV,Popolazione residente al 31 dicembre,2021,1824,,,,,,,,,,,,,,
A,Annuale,048025,Londa,RESPOP_AV,Popolazione residente al 31 dicembre,2022,1830,,,,,,,,,,,,,,
A,Annuale,048025,Londa,RESPOP_AV,Popolazione residente al 31 dicembre,2023,1826,,,,,,,,,,,,,,
A,Annuale,048025,Londa,RESPOP_AV,Popolazione residente al 31 dicembre,2024,1834,,,,,,,,,,,,,,
A,Annuale,048026,Marradi,RESPOP_AV,Popolazione residente al 31 dicembre,1951,7350,,,,,,,,,,,,,,
A,Annuale,048026,Marradi,RESPOP_AV,Popolazione residente al 31 dicembre,1961,5723,,,,,,,,,,,,,,
A,Annuale,048026,Marradi,RESPOP_AV,Popolazione residente al 31 dicembre,1971,4539,,,,,,,,,,,,,,
A,Annuale,048026,Marradi,RESPOP_AV,Popolazione residente al 31 dicembre,1981,4120,,,,,,,,,,,,,,
A,Annuale,048026,Marradi,RESPOP_AV,Popolazione residente al 31 dicembre,1991,3895,,,,,,,,,,,,,,
A,Annuale,048026,Marradi,RESPOP_AV,Popolazione residente al 31 dicembre,2001,3617,,,,,,,,,,,,,,
A,Annuale,048026,Marradi,RESPOP_AV,Popolazione residente al 31 dicembre,2011,3257,,,,,,,,,,,,,,
A,Annuale,048026,Marradi,RESPOP_AV,Popolazione residente al 31 dicembre,2018,3056,,,,,,,,,,,,,,
A,Annuale,048026,Marradi,RESPOP_AV,Popolazione residente al 31 dicembre,2019,3029,,,,,,,,,,,,,,
A,Annuale,048026,Marradi,RESPOP_AV,Popolazione residente al 31 dicembre,2020,2954,,,,,,,,,,,,,,
A,Annuale,048026,Marradi,RESPOP_AV,Popolazione residente al 31 dicembre,2021,2891,,,,,,,,,,,,,,
A,Annuale,048026,Marradi,RESPOP_AV,Popolazione residente al 31 dicembre,2022,2900,,,,,,,,,,,,,,
A,Annuale,048026,Marradi,RESPOP_AV,Popolazione residente al 31 dicembre,2023,2881,,,,,,,,,,,,,,
A,Annuale,048026,Marradi,RESPOP_AV,Popolazione residente al 31 dicembre,2024,2840,,,,,,,,,,,,,,
A,Annuale,048027,Montaione,RESPOP_AV,Popolazione residente al 31 dicembre,1951,5890,,,,,,,,,,,,,,
A,Annuale,048027,Montaione,RESPOP_AV,Popolazione residente al 31 dicembre,1961,4866,,,,,,,,,,,,,,
A,Annuale,048027,Montaione,RESPOP_AV,Popolazione residente al 31 dicembre,1971,3426,,,,,,,,,,,,,,
A,Annuale,048027,Montaione,RESPOP_AV,Popolazione residente al 31 dicembre,1981,3399,,,,,,,,,,,,,,
A,Annuale,048027,Montaione,RESPOP_AV,Popolazione residente al 31 dicembre,1991,3390,,,,,,,,,,,,,,
A,Annuale,048027,Montaione,RESPOP_AV,Popolazione residente al 31 dicembre,2001,3439,,,,,,,,,,,,,,
A,Annuale,048027,Montaione,RESPOP_AV,Popolazione residente al 31 dicembre,2011,3776,,,,,,,,,,,,,,
A,Annuale,048027,Montaione,RESPOP_AV,Popolazione residente al 31 dicembre,2018,3596,,,,,,,,,,,,,,
A,Annuale,048027,Montaione,RESPOP_AV,Popolazione residente al 31 dicembre,2019,3555,,,,,,,,,,,,,,
A,Annuale,048027,Montaione,RESPOP_AV,Popolazione residente al 31 dicembre,2020,3505,,,,,,,,,,,,,,
A,Annuale,048027,Montaione,RESPOP_AV,Popolazione residente al 31 dicembre,2021,3499,,,,,,,,,,,,,,
A,Annuale,048027,Montaione,RESPOP_AV,Popolazione residente al 31 dicembre,2022,3492,,,,,,,,,,,,,,
A,Annuale,048027,Montaione,RESPOP_AV,Popolazione residente al 31 dicembre,2023,3470,,,,,,,,,,,,,,
A,Annuale,048027,Montaione,RESPOP_AV,Popolazione residente al 31 dicembre,2024,3438,,,,,,,,,,,,,,
A,Annuale,048028,Montelupo Fiorentino,RESPOP_AV,Popolazione residente al 31 dicembre,1951,7754,,,,,,,,,,,,,,
A,Annuale,048028,Montelupo Fiorentino,RESPOP_AV,Popolazione residente al 31 dicembre,1961,8530,,,,,,,,,,,,,,
A,Annuale,048028,Montelupo Fiorentino,RESPOP_AV,Popolazione residente al 31 dicembre,1971,9483,,,,,,,,,,,,,,
A,Annuale,048028,Montelupo Fiorentino,RESPOP_AV,Popolazione residente al 31 dicembre,1981,10120,,,,,,,,,,,,,,
A,Annuale,048028,Montelupo Fiorentino,RESPOP_AV,Popolazione residente al 31 dicembre,1991,10064,,,,,,,,,,,,,,
A,Annuale,048028,Montelupo Fiorentino,RESPOP_AV,Popolazione residente al 31 dicembre,2001,11240,,,,,,,,,,,,,,
A,Annuale,048028,Montelupo Fiorentino,RESPOP_AV,Popolazione residente al 31 dicembre,2011,13653,,,,,,,,,,,,,,
A,Annuale,048028,Montelupo Fiorentino,RESPOP_AV,Popolazione residente al 31 dicembre,2018,14318,,,,,,,,,,,,,,
A,Annuale,048028,Montelupo Fiorentino,RESPOP_AV,Popolazione residente al 31 dicembre,2019,14331,,,,,,,,,,,,,,
A,Annuale,048028,Montelupo Fiorentino,RESPOP_AV,Popolazione residente al 31 dicembre,2020,14269,,,,,,,,,,,,,,
A,Annuale,048028,Montelupo Fiorentino,RESPOP_AV,Popolazione residente al 31 dicembre,2021,14226,,,,,,,,,,,,,,
A,Annuale,048028,Montelupo Fiorentino,RESPOP_AV,Popolazione residente al 31 dicembre,2022,14202,,,,,,,,,,,,,,
A,Annuale,048028,Montelupo Fiorentino,RESPOP_AV,Popolazione residente al 31 dicembre,2023,14296,,,,,,,,,,,,,,
A,Annuale,048028,Montelupo Fiorentino,RESPOP_AV,Popolazione residente al 31 dicembre,2024,14323,,,,,,,,,,,,,,
A,Annuale,048030,Montespertoli,RESPOP_AV,Popolazione residente al 31 dicembre,1951,11453,,,,,,,,,,,,,,
A,Annuale,048030,Montespertoli,RESPOP_AV,Popolazione residente al 31 dicembre,1961,10097,,,,,,,,,,,,,,
A,Annuale,048030,Montespertoli,RESPOP_AV,Popolazione residente al 31 dicembre,1971,8170,,,,,,,,,,,,,,
A,Annuale,048030,Montespertoli,RESPOP_AV,Popolazione residente al 31 dicembre,1981,8695,,,,,,,,,,,,,,
A,Annuale,048030,Montespertoli,RESPOP_AV,Popolazione residente al 31 dicembre,1991,9432,,,,,,,,,,,,,,
A,Annuale,048030,Montespertoli,RESPOP_AV,Popolazione residente al 31 dicembre,2001,11354,,,,,,,,,,,,,,
A,Annuale,048030,Montespertoli,RESPOP_AV,Popolazione residente al 31 dicembre,2011,13195,,,,,,,,,,,,,,
A,Annuale,048030,Montespertoli,RESPOP_AV,Popolazione residente al 31 dicembre,2018,13316,,,,,,,,,,,,,,
A,Annuale,048030,Montespertoli,RESPOP_AV,Popolazione residente al 31 dicembre,2019,13280,,,,,,,,,,,,,,
A,Annuale,048030,Montespertoli,RESPOP_AV,Popolazione residente al 31 dicembre,2020,13242,,,,,,,,,,,,,,
A,Annuale,048030,Montespertoli,RESPOP_AV,Popolazione residente al 31 dicembre,2021,13236,,,,,,,,,,,,,,
A,Annuale,048030,Montespertoli,RESPOP_AV,Popolazione residente al 31 dicembre,2022,13249,,,,,,,,,,,,,,
A,Annuale,048030,Montespertoli,RESPOP_AV,Popolazione residente al 31 dicembre,2023,13186,,,,,,,,,,,,,,
A,Annuale,048030,Montespertoli,RESPOP_AV,Popolazione residente al 31 dicembre,2024,13170,,,,,,,,,,,,,,
A,Annuale,048031,Palazzuolo sul Senio,RESPOP_AV,Popolazione residente al 31 dicembre,1951,3264,,,,,,,,,,,,,,
A,Annuale,048031,Palazzuolo sul Senio,RESPOP_AV,Popolazione residente al 31 dicembre,1961,2166,,,,,,,,,,,,,,
A,Annuale,048031,Palazzuolo sul Senio,RESPOP_AV,Popolazione residente al 31 dicembre,1971,1619,,,,,,,,,,,,,,
A,Annuale,048031,Palazzuolo sul Senio,RESPOP_AV,Popolazione residente al 31 dicembre,1981,1365,,,,,,,,,,,,,,
A,Annuale,048031,Palazzuolo sul Senio,RESPOP_AV,Popolazione residente al 31 dicembre,1991,1323,,,,,,,,,,,,,,
A,Annuale,048031,Palazzuolo sul Senio,RESPOP_AV,Popolazione residente al 31 dicembre,2001,1301,,,,,,,,,,,,,,
A,Annuale,048031,Palazzuolo sul Senio,RESPOP_AV,Popolazione residente al 31 dicembre,2011,1188,,,,,,,,,,,,,,
A,Annuale,048031,Palazzuolo sul Senio,RESPOP_AV,Popolazione residente al 31 dicembre,2018,1120,,,,,,,,,,,,,,
A,Annuale,048031,Palazzuolo sul Senio,RESPOP_AV,Popolazione residente al 31 dicembre,2019,1125,,,,,,,,,,,,,,
A,Annuale,048031,Palazzuolo sul Senio,RESPOP_AV,Popolazione residente al 31 dicembre,2020,1111,,,,,,,,,,,,,,
A,Annuale,048031,Palazzuolo sul Senio,RESPOP_AV,Popolazione residente al 31 dicembre,2021,1111,,,,,,,,,,,,,,
A,Annuale,048031,Palazzuolo sul Senio,RESPOP_AV,Popolazione residente al 31 dicembre,2022,1113,,,,,,,,,,,,,,
A,Annuale,048031,Palazzuolo sul Senio,RESPOP_AV,Popolazione residente al 31 dicembre,2023,1081,,,,,,,,,,,,,,
A,Annuale,048031,Palazzuolo sul Senio,RESPOP_AV,Popolazione residente al 31 dicembre,2024,1093,,,,,,,,,,,,,,
A,Annuale,048032,Pelago,RESPOP_AV,Popolazione residente al 31 dicembre,1951,6942,,,,,,,,,,,,,,
A,Annuale,048032,Pelago,RESPOP_AV,Popolazione residente al 31 dicembre,1961,6632,,,,,,,,,,,,,,
A,Annuale,048032,Pelago,RESPOP_AV,Popolazione residente al 31 dicembre,1971,6989,,,,,,,,,,,,,,
A,Annuale,048032,Pelago,RESPOP_AV,Popolazione residente al 31 dicembre,1981,6958,,,,,,,,,,,,,,
A,Annuale,048032,Pelago,RESPOP_AV,Popolazione residente al 31 dicembre,1991,7218,,,,,,,,,,,,,,
A,Annuale,048032,Pelago,RESPOP_AV,Popolazione residente al 31 dicembre,2001,7270,,,,,,,,,,,,,,
A,Annuale,048032,Pelago,RESPOP_AV,Popolazione residente al 31 dicembre,2011,7509,,,,,,,,,,,,,,
A,Annuale,048032,Pelago,RESPOP_AV,Popolazione residente al 31 dicembre,2018,7642,,,,,,,,,,,,,,
A,Annuale,048032,Pelago,RESPOP_AV,Popolazione residente al 31 dicembre,2019,7683,,,,,,,,,,,,,,
A,Annuale,048032,Pelago,RESPOP_AV,Popolazione residente al 31 dicembre,2020,7713,,,,,,,,,,,,,,
A,Annuale,048032,Pelago,RESPOP_AV,Popolazione residente al 31 dicembre,2021,7760,,,,,,,,,,,,,,
A,Annuale,048032,Pelago,RESPOP_AV,Popolazione residente al 31 dicembre,2022,7805,,,,,,,,,,,,,,
A,Annuale,048032,Pelago,RESPOP_AV,Popolazione residente al 31 dicembre,2023,7841,,,,,,,,,,,,,,
A,Annuale,048032,Pelago,RESPOP_AV,Popolazione residente al 31 dicembre,2024,7899,,,,,,,,,,,,,,
A,Annuale,048033,Pontassieve,RESPOP_AV,Popolazione residente al 31 dicembre,1951,14505,,,,,,,,,,,,,,
A,Annuale,048033,Pontassieve,RESPOP_AV,Popolazione residente al 31 dicembre,1961,15038,,,,,,,,,,,,,,
A,Annuale,048033,Pontassieve,RESPOP_AV,Popolazione residente al 31 dicembre,1971,16511,,,,,,,,,,,,,,
A,Annuale,048033,Pontassieve,RESPOP_AV,Popolazione residente al 31 dicembre,1981,20087,,,,,,,,,,,,,,
A,Annuale,048033,Pontassieve,RESPOP_AV,Popolazione residente al 31 dicembre,1991,20439,,,,,,,,,,,,,,
A,Annuale,048033,Pontassieve,RESPOP_AV,Popolazione residente al 31 dicembre,2001,20610,,,,,,,,,,,,,,
A,Annuale,048033,Pontassieve,RESPOP_AV,Popolazione residente al 31 dicembre,2011,20529,,,,,,,,,,,,,,
A,Annuale,048033,Pontassieve,RESPOP_AV,Popolazione residente al 31 dicembre,2018,20627,,,,,,,,,,,,,,
A,Annuale,048033,Pontassieve,RESPOP_AV,Popolazione residente al 31 dicembre,2019,20480,,,,,,,,,,,,,,
A,Annuale,048033,Pontassieve,RESPOP_AV,Popolazione residente al 31 dicembre,2020,20477,,,,,,,,,,,,,,
A,Annuale,048033,Pontassieve,RESPOP_AV,Popolazione residente al 31 dicembre,2021,20304,,,,,,,,,,,,,,
A,Annuale,048033,Pontassieve,RESPOP_AV,Popolazione residente al 31 dicembre,2022,20208,,,,,,,,,,,,,,
A,Annuale,048033,Pontassieve,RESPOP_AV,Popolazione residente al 31 dicembre,2023,20171,,,,,,,,,,,,,,
A,Annuale,048033,Pontassieve,RESPOP_AV,Popolazione residente al 31 dicembre,2024,20127,,,,,,,,,,,,,,
A,Annuale,048035,Reggello,RESPOP_AV,Popolazione residente al 31 dicembre,1951,14173,,,,,,,,,,,,,,
A,Annuale,048035,Reggello,RESPOP_AV,Popolazione residente al 31 dicembre,1961,12289,,,,,,,,,,,,,,
A,Annuale,048035,Reggello,RESPOP_AV,Popolazione residente al 31 dicembre,1971,11091,,,,,,,,,,,,,,
A,Annuale,048035,Reggello,RESPOP_AV,Popolazione residente al 31 dicembre,1981,11966,,,,,,,,,,,,,,
A,Annuale,048035,Reggello,RESPOP_AV,Popolazione residente al 31 dicembre,1991,12601,,,,,,,,,,,,,,
A,Annuale,048035,Reggello,RESPOP_AV,Popolazione residente al 31 dicembre,2001,14167,,,,,,,,,,,,,,
A,Annuale,048035,Reggello,RESPOP_AV,Popolazione residente al 31 dicembre,2011,16076,,,,,,,,,,,,,,
A,Annuale,048035,Reggello,RESPOP_AV,Popolazione residente al 31 dicembre,2018,16553,,,,,,,,,,,,,,
A,Annuale,048035,Reggello,RESPOP_AV,Popolazione residente al 31 dicembre,2019,16618,,,,,,,,,,,,,,
A,Annuale,048035,Reggello,RESPOP_AV,Popolazione residente al 31 dicembre,2020,16534,,,,,,,,,,,,,,
A,Annuale,048035,Reggello,RESPOP_AV,Popolazione residente al 31 dicembre,2021,16529,,,,,,,,,,,,,,
A,Annuale,048035,Reggello,RESPOP_AV,Popolazione residente al 31 dicembre,2022,16499,,,,,,,,,,,,,,
A,Annuale,048035,Reggello,RESPOP_AV,Popolazione residente al 31 dicembre,2023,16536,,,,,,,,,,,,,,
A,Annuale,048035,Reggello,RESPOP_AV,Popolazione residente al 31 dicembre,2024,16556,,,,,,,,,,,,,,
A,Annuale,048036,'Rignano sull"'Arno',RESPOP_AV,Popolazione residente al 31 dicembre,1951,6441,,,,,,,,,,,,,,
A,Annuale,048036,'Rignano sull"'Arno',RESPOP_AV,Popolazione residente al 31 dicembre,1961,6212,,,,,,,,,,,,,,
A,Annuale,048036,'Rignano sull"'Arno',RESPOP_AV,Popolazione residente al 31 dicembre,1971,5332,,,,,,,,,,,,,,
A,Annuale,048036,'Rignano sull"'Arno',RESPOP_AV,Popolazione residente al 31 dicembre,1981,5468,,,,,,,,,,,,,,
A,Annuale,048036,'Rignano sull"'Arno',RESPOP_AV,Popolazione residente al 31 dicembre,1991,6359,,,,,,,,,,,,,,
A,Annuale,048036,'Rignano sull"'Arno',RESPOP_AV,Popolazione residente al 31 dicembre,2001,7542,,,,,,,,,,,,,,
A,Annuale,048036,'Rignano sull"'Arno',RESPOP_AV,Popolazione residente al 31 dicembre,2011,8600,,,,,,,,,,,,,,
A,Annuale,048036,'Rignano sull"'Arno',RESPOP_AV,Popolazione residente al 31 dicembre,2018,8695,,,,,,,,,,,,,,
A,Annuale,048036,'Rignano sull"'Arno',RESPOP_AV,Popolazione residente al 31 dicembre,2019,8628,,,,,,,,,,,,,,
A,Annuale,048036,'Rignano sull"'Arno',RESPOP_AV,Popolazione residente al 31 dicembre,2020,8615,,,,,,,,,,,,,,
A,Annuale,048036,'Rignano sull"'Arno',RESPOP_AV,Popolazione residente al 31 dicembre,2021,8566,,,,,,,,,,,,,,
A,Annuale,048036,'Rignano sull"'Arno',RESPOP_AV,Popolazione residente al 31 dicembre,2022,8525,,,,,,,,,,,,,,
A,Annuale,048036,'Rignano sull"'Arno',RESPOP_AV,Popolazione residente al 31 dicembre,2023,8552,,,,,,,,,,,,,,
A,Annuale,048036,'Rignano sull"'Arno',RESPOP_AV,Popolazione residente al 31 dicembre,2024,8517,,,,,,,,,,,,,,
A,Annuale,048037,Rufina,RESPOP_AV,Popolazione residente al 31 dicembre,1951,6541,,,,,,,,,,,,,,
